klo	k	kup	kwlo	kw	kwup
j21_j20	0.215995913449596	0.337031524827493	0.45806713620539	0.546441717963316	0.666172106824926	0.785902495686535
j21_j22	0.0578102815409664	0.17265699172657	0.287503701912173	0.41030413154661	0.554445750097924	0.698587368649238
j21_j23	-0.0630943494882656	0.0224475018102824	0.10798935310883	0.315013088034915	0.452368823229751	0.589724558424586
j21_j24	-0.0523710417346795	0.0362041270233535	0.124779295781387	0.12777354659316	0.277309703660662	0.426845860728164
j21_j25	-0.0553783372488095	0.0262541599901393	0.107886657229088	0.251526739901484	0.374509419152276	0.497492098403068
klo	k	kup	kwlo	kw	kwup
j22_j1	0.158706329266061	0.284009546539379	0.409312763812698	0.496193827881247	0.626207039767417	0.756220251653588
j22_j2	0.0541208746796054	0.176163668817795	0.298206462955984	0.390943502083031	0.522113128855678	0.653282755628325
j22_j3	0.0998846564647677	0.227684538838556	0.355484421212345	0.369923041810052	0.53522763282983	0.700532223849608
j22_j4	0.134594706856179	0.26955027212833	0.404505837400481	0.535393445467879	0.638512738122561	0.741632030777242
j22_j5	0.133053109518431	0.25517652316401	0.377299936809589	0.435315378981094	0.559156439890384	0.682997500799674
j22_j6	0.0477868804415817	0.168975069252078	0.290163258062573	0.47654947907377	0.586527694030494	0.696505908987217
j22_j7	0.140250742624688	0.26530612244898	0.390361502273271	0.465275953793262	0.577833850931676	0.690391748070091
j22_j8	0.276400565833818	0.408540103866128	0.540679641898438	0.548371172600609	0.662012411347518	0.775653650094427
j22_j9	0.0451295903864481	0.162790697674419	0.280451804962389	0.30786890118247	0.451325962257876	0.594783023333282
j22_j10	0.112839172645806	0.223040857334226	0.333242542022646	0.375967696480472	0.512507386251723	0.649047076022973
j22_j11	-0.130043460258192	-0.0423452768729642	0.0453529065122635	0.193161453370909	0.302594171997157	0.412026890623404
j22_j12	0.00222414562172658	0.11219763252702	0.222171119432313	0.210983691005075	0.350601970083911	0.490220249162747
j22_j13	-0.0139446199404646	0.0840094216173776	0.18196346317522	0.0751790318771449	0.205208421408641	0.335237810940138
j22_j14	0.1465856738933	0.282801293770215	0.41901691364713	0.524127665349741	0.639175257731959	0.754222850114177
j22_j15	0.121866310481016	0.257533847721648	0.39320138496228	0.533670929552627	0.649766511007338	0.765862092462049
j22_j16	0.16163461666464	0.283202596700027	0.404770576735414	0.535514484410211	0.643510935542923	0.751507386675635
j22_j17	0.103130591225681	0.224011713030747	0.344892834835812	0.381163863815289	0.52755905511811	0.673954246420931
j22_j18	-0.10908929628965	-0.0132102090547647	0.0826688781801203	0.272906386284655	0.384854698437389	0.496803010590123
j22_j19	0.0847172069438387	0.212266141510761	0.339815076077683	0.461132182813864	0.577687024317802	0.69424186582174
j22_j20	0.211448896845619	0.347702779353375	0.483956661861131	0.494112704339353	0.625628409455556	0.75714411457176
j22_j21	0.0578102815409664	0.17265699172657	0.287503701912173	0.41030413154661	0.554445750097924	0.698587368649238
j22_j23	-0.00888443051910227	0.113652609006433	0.236189648531969	0.328524078835246	0.473340790454885	0.618157502074523
j22_j24	0.0420949731536207	0.169715733183225	0.29733649321283	0.303614417083218	0.443909742273553	0.584205067463888
j22_j25	-0.0820602754760367	0.0199821814942089	0.122024638464455	0.421836858991171	0.519067940120571	0.616299021249972
klo	k	kup	kwlo	kw	kwup
j23_j1	-0.10111831924486	-0.0101010101010101	0.08091629904284	0.374095099555874	0.498339330196512	0.62258356083715
j23_j2	0.109042846672847	0.23780487804878	0.366566909424714	0.346315772325873	0.527718926553672	0.709122080781471
j23_j3	0.576008290659474	0.692591454042422	0.809174617425371	0.80878069288052	0.874508948057617	0.940237203234713
j23_j4	-0.0339400845886936	0.0753331520261082	0.18460638864091	0.151447473858588	0.31864064602961	0.485833818200631
j23_j5	0.182824885350813	0.320568252007412	0.458311618664011	0.464234958639608	0.603831598864712	0.743428239089815
j23_j6	0.0147975950708965	0.130663856691254	0.246530118311612	0.428147621040537	0.558102905145257	0.688058189249977
j23_j7	-0.0151959902462266	0.082687338501292	0.180570667248811	0.310783865967234	0.456014920733602	0.601245975499971
j23_j8	-0.0905295760380018	0.0153763150795792	0.12128220619716	0.27630834630389	0.43004372267333	0.583779099042769
j23_j9	0.0740702380061681	0.186046511627907	0.298022785249646	0.415989349313347	0.54468931741659	0.673389285519834
j23_j10	-0.0881836947198558	-0.0119047619047619	0.0643741709103319	0.33564797194559	0.448249619482496	0.560851267019402
j23_j11	-0.00819045912612353	0.114799446749654	0.237789352625432	0.162503041952162	0.325603407477519	0.488703773002876
j23_j12	0.0942859049181239	0.213527329925285	0.332768754932446	0.321007487504902	0.481757877280265	0.642508267055628
j23_j13	0.0154816052824996	0.139367018323154	0.263252431363808	0.0659764863327862	0.256935270805812	0.447894055278838
j23_j14	0.0381691479669965	0.148029818956336	0.257890489945676	0.428669810309559	0.536878216123499	0.645086621937438
j23_j15	0.0731390264351931	0.200342710267028	0.327546394098864	0.459899431744754	0.588966021191085	0.718032610637417
j23_j16	-0.0385787210968152	0.0609168417150624	0.16041240452694	0.378673791641644	0.505805916505392	0.632938041369139
j23_j17	0.346504472356227	0.485238455715367	0.623972439074508	0.714942251085754	0.796703296703296	0.878464342320839
j23_j18	0.0218183281565989	0.139090664514393	0.256363000872188	0.217127717568544	0.377016851918251	0.536905986267957
j23_j19	0.146125160205734	0.273032294142318	0.399939428078902	0.559010935359966	0.678484532499131	0.797958129638296
j23_j20	0.0324445207136416	0.149403210316916	0.26636189992019	0.553427721332766	0.642487939352171	0.731548157371575
j23_j21	-0.0630943494882656	0.0224475018102824	0.10798935310883	0.315013088034915	0.452368823229751	0.589724558424586
j23_j22	-0.00888443051910227	0.113652609006433	0.236189648531969	0.328524078835246	0.473340790454885	0.618157502074523
j23_j24	0.118033038844898	0.251475457031812	0.384917875218727	0.275389390461817	0.445759793370641	0.616130196279464
j23_j25	0.136936581048214	0.251516324687056	0.366096068325899	0.379072182233071	0.542166820560173	0.705261458887274
klo	k	kup	kwlo	kw	kwup
j24_j1	-0.0594461220568852	0.0400830198469321	0.139612161750749	0.136274433323096	0.28904336835453	0.441812303385965
j24_j2	0.0698809898252731	0.198008849557522	0.326136709289771	0.338176524649929	0.500047165361758	0.661917806073586
j24_j3	0.176730533924082	0.305555555555556	0.434380577187029	0.298260908556649	0.468273661822049	0.638286415087449
j24_j4	-0.069225338050749	0.0455413144259613	0.160307966902671	0.118858933264901	0.27723530538005	0.435611677495199
j24_j5	0.111113446195627	0.247667770087271	0.384222093978914	0.370491720880459	0.518040901393774	0.665590081907088
j24_j6	0.0832481603774463	0.210807918673087	0.338367676968728	0.259842872081896	0.429959816839548	0.6000767615972
j24_j7	-0.0438803942179673	0.0672622175512349	0.178404829320437	0.224000800862773	0.381273797161648	0.538546793460522
j24_j8	0.0282913222128539	0.138163210342041	0.248035098471229	0.196389101930612	0.345852616589533	0.495316131248454
j24_j9	-0.0338674313355672	0.0828092243186583	0.199485879972884	0.254918101223335	0.412300306266038	0.569682511308741
j24_j10	-0.0133579457921143	0.0778310586499447	0.169020063092004	0.149955146272749	0.293785310734463	0.437615475196178
j24_j11	0.0273804827256344	0.154572354515993	0.281764226306351	0.186910393146111	0.342105263157895	0.497300133169679
j24_j12	0.133322791711793	0.25670294664189	0.380083101571987	0.205329293988271	0.373121511378274	0.540913728768277
j24_j13	0.0403884090844417	0.168193994078669	0.295999579072896	0.117151693693716	0.281141188363472	0.445130683033229
j24_j14	0.0394955810697544	0.158766190412605	0.278036799755456	0.270777968806551	0.430379746835443	0.589981524864335
j24_j15	0.106363266026098	0.235776960090575	0.365190654155051	0.346377383945933	0.503379070243702	0.660380756541471
j24_j16	-0.0214123854401222	0.0822227809906965	0.185857947421515	0.236474074298666	0.39209726443769	0.547720454576715
j24_j17	0.0367557773136969	0.164712778429074	0.292669779544451	0.210570339901348	0.382789317507418	0.555008295113489
j24_j18	0.0477234964830983	0.172095548317047	0.296467600150995	0.30271675089829	0.446812369638161	0.590907988378032
j24_j19	0.124791575810568	0.25207756232687	0.379363548843172	0.452019465731677	0.579633478178726	0.707247490625776
j24_j20	-0.0189498216738054	0.105668684645019	0.230287190963844	0.198344571964324	0.372647427854454	0.546950283744584
j24_j21	-0.0523710417346795	0.0362041270233535	0.124779295781387	0.12777354659316	0.277309703660662	0.426845860728164
j24_j22	0.0420949731536207	0.169715733183225	0.29733649321283	0.303614417083218	0.443909742273553	0.584205067463888
j24_j23	0.118033038844898	0.251475457031812	0.384917875218727	0.275389390461817	0.445759793370641	0.616130196279464
j24_j25	-0.00205224959698863	0.113082039911308	0.228216329419605	0.36607992896074	0.500277623542477	0.634475318124213
klo	k	kup	kwlo	kw	kwup
j25_j1	-0.0451079481420488	0.05	0.145107948142049	0.283289864846802	0.409500711762535	0.535711558678267
j25_j2	0.180431763145615	0.305555555555556	0.430679347965497	0.408884934724009	0.575720249093273	0.742555563462537
j25_j3	0.0673368751832824	0.172912897389506	0.27848891959573	0.354893574447477	0.516869313149207	0.678845051850937
j25_j4	0.0391941727124768	0.14931437277806	0.259434572843643	0.299270853903602	0.434304288036004	0.569337722168406
j25_j5	0.0042747733417061	0.111575646720669	0.218876520099632	0.413176820535585	0.533937801881196	0.654698783226808
j25_j6	0.219039598899093	0.345818368394048	0.472597137889003	0.605925446235635	0.707741453136682	0.80955746003773
j25_j7	-0.0513217454658544	0.0511133603238866	0.153548466113628	0.395820126246798	0.509745661991918	0.623671197737038
j25_j8	-0.048594871580215	0.0554156171284635	0.159426105837142	0.327410357391027	0.458050152331849	0.588689947272671
j25_j9	0.118035021710345	0.23896499238965	0.359894963068955	0.413585661240997	0.555635621209391	0.697685581177786
j25_j10	-0.0329553797147822	0.0483252997157335	0.129605979146249	0.257595034318365	0.372497314190839	0.487399594063312
j25_j11	0.0809376093772161	0.196205033601265	0.311472457825314	0.362549910424637	0.481608366390191	0.600666822355744
j25_j12	-0.0155827126195165	0.101527403414196	0.218637519447908	0.252051548279332	0.426092759426093	0.600133970572853
j25_j13	-0.0728815936812362	0.0393472825371759	0.151576158755588	0.197911155605831	0.352585399097027	0.507259642588222
j25_j14	-0.0626800941756216	0.0412514192002019	0.145182932576025	0.436283199880924	0.538510502864418	0.640737805847912
j25_j15	0.0237952464473466	0.140254074169126	0.256712901890906	0.427085617747215	0.54939693725437	0.671708256761526
j25_j16	0.0411570979958044	0.143814369028415	0.246471640061026	0.34864365252371	0.468169972876669	0.587696293229627
j25_j17	0.0579728364243591	0.172378119746541	0.286783403068722	0.398288250650159	0.537525354969574	0.676762459288988
j25_j18	0.14047976394405	0.261083743842364	0.381687723740679	0.495758602237181	0.614573485564686	0.733388368892191
j25_j19	0.198136366028393	0.322337297020841	0.44653822801329	0.519368909622656	0.637102144093754	0.754835378564852
j25_j20	-0.00171136025299587	0.105888363775706	0.213488087804407	0.410093481794856	0.528819466855999	0.647545451917143
j25_j21	-0.0553783372488095	0.0262541599901393	0.107886657229088	0.251526739901484	0.374509419152276	0.497492098403068
j25_j22	-0.0820602754760367	0.0199821814942089	0.122024638464455	0.421836858991171	0.519067940120571	0.616299021249972
j25_j23	0.136936581048214	0.251516324687056	0.366096068325899	0.379072182233071	0.542166820560173	0.705261458887274
j25_j24	-0.00205224959698863	0.113082039911308	0.228216329419605	0.36607992896074	0.500277623542477	0.634475318124213
